correct 	math 	2.8secs 	3 ^ 0 	What is 3 ^ 0? 	== 	1 	RunAve=runAve math: 1/1 100% 2.8secs 	Sun Jan 17 2021 14:12:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	behavior:2 	be______ 	== 	__havior 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.9secs 	Sat Jan 30 2021 11:58:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	plight:1 	p_____ 	== 	_light 	RunAve=runAve spelling:chat-only:5: 19/25 76% 3.0secs 	Sat Jan 30 2021 11:59:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	7.6secs 	clientele:4 	clie_____ 	== 	____ntele 	RunAve=runAve spelling:chat-only:5: 19/25 76% 3.2secs 	Sat Jan 30 2021 11:59:26 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	crystal:2 	cr_____ 	== 	__ystal 	RunAve=runAve spelling:chat-only:5: 19/25 76% 3.2secs 	Sat Jan 30 2021 12:00:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.2secs 	chili:1 	c____ 	== 	_hili 	RunAve=runAve spelling:chat-only:5: 19/25 76% 3.3secs 	Sat Jan 30 2021 12:00:24 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	3.0secs 	manufacturer:1 	m___________ 	!= 	_anufascturer 	RunAve=runAve spelling:chat-only:5: 18/25 72% 3.3secs 	Sat Jan 30 2021 12:00:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	manufacturer:1 	m___________ 	== 	_anufacturer 	RunAve=runAve spelling:chat-only:5: 19/25 76% 3.2secs 	Sat Jan 30 2021 12:01:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.6secs 	ill:1 	i__ 	== 	_ll 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.7secs 	Sat Jan 30 2021 12:01:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.3secs 	succumb:1 	s______ 	== 	_uccumb 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.8secs 	Sat Jan 30 2021 12:01:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	delight:1 	d______ 	== 	_elight 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.8secs 	Sat Jan 30 2021 12:02:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	brochure:1 	b_______ 	== 	_rochure 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.9secs 	Sat Jan 30 2021 12:02:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	treatment:4 	trea_____ 	== 	____tment 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.9secs 	Sat Jan 30 2021 12:03:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	dilemma:3 	dil____ 	== 	___emma 	RunAve=runAve spelling:chat-only:5: 20/25 80% 2.9secs 	Sat Jan 30 2021 12:03:22 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	2.4secs 	landslide:1 	l________ 	!= 	_andslido 	RunAve=runAve spelling:chat-only:5: 19/25 76% 2.9secs 	Sat Jan 30 2021 12:03:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	landslide:1 	l________ 	== 	_andslide 	RunAve=runAve spelling:chat-only:5: 20/25 80% 3.0secs 	Sat Jan 30 2021 12:04:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	strength:5 	stren___ 	== 	_____gth 	RunAve=runAve spelling:chat-only:5: 21/25 84% 3.0secs 	Sat Jan 30 2021 12:04:21 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	receive:1 	r______ 	== 	_eceive 	RunAve=runAve spelling:chat-only:5: 21/25 84% 3.0secs 	Sat Jan 30 2021 12:04:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.0secs 	idiosyncrasy:6 	idiosy______ 	== 	______ncrasy 	RunAve=runAve spelling:chat-only:5: 22/25 88% 2.9secs 	Sat Jan 30 2021 12:05:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	treaties:1 	t_______ 	== 	_reaties 	RunAve=runAve spelling:chat-only:5: 22/25 88% 2.9secs 	Sat Jan 30 2021 12:05:21 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.3secs 	answer:1 	a_____ 	== 	_nswer 	RunAve=runAve spelling:chat-only:5: 22/25 88% 2.9secs 	Sat Jan 30 2021 12:05:40 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	2.0secs 	preschool:6 	presch___ 	!= 	______ooll 	RunAve=runAve spelling:chat-only:5: 22/25 88% 2.9secs 	Sat Jan 30 2021 12:06:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.1secs 	preschool:6 	presch___ 	== 	______ool 	RunAve=runAve spelling:chat-only:5: 22/25 88% 2.8secs 	Sat Jan 30 2021 12:06:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.2secs 	ultimately:2 	ul________ 	== 	__timately 	RunAve=runAve spelling:chat-only:4: 1/1 100% 1.2secs 	Mon Feb 15 2021 13:12:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.2secs 	precisely:1 	p________ 	== 	_recisely 	RunAve=runAve spelling:chat-only:4: 2/2 100% 1.2secs 	Mon Feb 15 2021 13:12:39 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:4 	3.7secs 	nucleus:1 	n______ 	!= 	_usleus 	RunAve=runAve spelling:chat-only:4: 2/3 66% 2.0secs 	Mon Feb 15 2021 13:13:04 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	5.4secs 	nucleus:1 	n______ 	== 	_ucleus 	RunAve=runAve spelling:chat-only:4: 3/4 75% 2.9secs 	Mon Feb 15 2021 13:13:15 GMT-0600 (Central Standard Time)
wrong 	spelling:typing-no-word:4 	7.1secs 	nucleus:typing-no-word 	??? 	!= 	No idea 	RunAve=runAve spelling:typing-no-word:4: 0/1  0% 7.1secs 	Mon Feb 15 2021 13:13:43 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:4 	7.5secs 	nucleus:typing-no-word 	??? 	== 	nucleus 	RunAve=runAve spelling:typing-no-word:4: 1/2 50% 7.3secs 	Mon Feb 15 2021 13:14:43 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:4 	8.3secs 	nucleus:typing-no-word 	??? 	== 	nucleus 	RunAve=runAve spelling:typing-no-word:4: 2/3 66% 7.7secs 	Mon Feb 15 2021 13:17:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.7secs 	cactus:3 	cac___ 	== 	___tus 	RunAve=runAve spelling:chat-only:4: 4/5 80% 2.6secs 	Mon Feb 15 2021 13:17:57 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	2.2secs 	locust:1 	l_____ 	== 	_ocust 	RunAve=runAve spelling:chat-only:4: 5/6 83% 2.6secs 	Mon Feb 15 2021 13:20:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.9secs 	focus:2 	fo___ 	== 	__cus 	RunAve=runAve spelling:chat-only:4: 6/7 85% 2.5secs 	Mon Feb 15 2021 13:21:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.8secs 	nucleus:1 	n______ 	== 	_ucleus 	RunAve=runAve spelling:chat-only:4: 7/8 87% 2.4secs 	Mon Feb 15 2021 13:23:18 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.4secs 	cactus:2 	ca____ 	== 	__ctus 	RunAve=runAve spelling:chat-only:4: 8/9 88% 2.3secs 	Mon Feb 15 2021 13:23:30 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.7secs 	locust:1 	l_____ 	== 	_ocust 	RunAve=runAve spelling:chat-only:4: 9/10 90% 2.2secs 	Mon Feb 15 2021 13:23:43 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.4secs 	focus:1 	f____ 	== 	_ocus 	RunAve=runAve spelling:chat-only:4: 10/11 90% 2.1secs 	Mon Feb 15 2021 13:23:55 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:4 	4.9secs 	nucleus:typing-no-word 	??? 	== 	nucleus 	RunAve=runAve spelling:typing-no-word:4: 3/4 75% 7.0secs 	Mon Feb 15 2021 13:26:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	3.0secs 	guard:1 	g____ 	== 	_uard 	RunAve=runAve spelling:chat-only:4: 11/12 91% 2.2secs 	Mon Feb 15 2021 13:26:15 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.4secs 	receptor:2 	re______ 	== 	__ceptor 	RunAve=runAve spelling:chat-only:4: 12/13 92% 2.2secs 	Mon Feb 15 2021 13:26:37 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.9secs 	-11 ^ 2 	What is -11 ^ 2? 	== 	121 	RunAve=runAve math:^: 1/1 100% 2.9secs 	Mon Feb 15 2021 13:27:01 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.6secs 	-6 ^ 2 	What is -6 ^ 2? 	== 	36 	RunAve=runAve math:^: 2/2 100% 2.8secs 	Mon Feb 15 2021 13:27:25 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.8secs 	2 ^ 1 	What is 2 ^ 1? 	== 	2 	RunAve=runAve math:^: 3/3 100% 2.4secs 	Mon Feb 15 2021 13:27:48 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.3secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math:^: 4/4 100% 2.4secs 	Mon Feb 15 2021 13:28:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	4.7secs 	airplane:1 	a_______ 	== 	_irplane 	RunAve=runAve spelling:chat-only:4: 13/14 92% 2.3secs 	Mon Feb 15 2021 13:29:24 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.7secs 	0 ^ 0 	What is 0 ^ 0? 	== 	1 	RunAve=runAve math:^: 5/5 100% 2.5secs 	Mon Feb 15 2021 13:29:48 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.9secs 	organize:1 	o_______ 	== 	_rganize 	RunAve=runAve spelling:chat-only:4: 14/15 93% 2.3secs 	Mon Feb 15 2021 13:30:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.8secs 	noel:1 	n___ 	== 	_oel 	RunAve=runAve spelling:chat-only:4: 15/16 93% 2.3secs 	Mon Feb 15 2021 13:30:34 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.4secs 	commodity:6 	commod___ 	== 	______ity 	RunAve=runAve spelling:chat-only:4: 16/17 94% 2.2secs 	Mon Feb 15 2021 13:30:56 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.2secs 	2 ^ 1 	What is 2 ^ 1? 	== 	2 	RunAve=runAve math:^: 6/6 100% 2.4secs 	Mon Feb 15 2021 13:33:18 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.5secs 	friendly:1 	f_______ 	== 	_riendly 	RunAve=runAve spelling:chat-only:4: 17/18 94% 2.2secs 	Mon Feb 15 2021 13:33:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.6secs 	pride:1 	p____ 	== 	_ride 	RunAve=runAve spelling:chat-only:4: 18/19 94% 2.1secs 	Mon Feb 15 2021 13:34:04 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.3secs 	guarantee:1 	g________ 	== 	_uarantee 	RunAve=runAve spelling:chat-only:4: 19/20 95% 2.1secs 	Mon Feb 15 2021 13:35:17 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.8secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math:^: 7/7 100% 2.3secs 	Mon Feb 15 2021 13:35:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.1secs 	kid:1 	k__ 	== 	_id 	RunAve=runAve spelling:chat-only:4: 20/21 95% 2.1secs 	Mon Feb 15 2021 13:36:03 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.5secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math:^: 8/8 100% 2.2secs 	Mon Feb 15 2021 13:36:25 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	2.1secs 	announce:1 	a_______ 	== 	_nnounce 	RunAve=runAve spelling:chat-only:4: 21/22 95% 2.1secs 	Mon Feb 15 2021 13:36:48 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.4secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math:^: 9/9 100% 2.1secs 	Mon Feb 15 2021 13:37:11 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.5secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math:^: 10/10 100% 2.1secs 	Mon Feb 15 2021 13:37:33 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.2secs 	empire:2 	em____ 	== 	__pire 	RunAve=runAve spelling:chat-only:4: 22/23 95% 2.0secs 	Mon Feb 15 2021 13:37:56 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.2secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math:^: 11/11 100% 2.1secs 	Mon Feb 15 2021 13:38:19 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.4secs 	scientist:1 	s________ 	== 	_cientist 	RunAve=runAve spelling:chat-only:4: 23/24 95% 2.0secs 	Mon Feb 15 2021 13:38:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	2.9secs 	opposite:1 	o_______ 	== 	_pposite 	RunAve=runAve spelling:chat-only:4: 24/25 96% 2.0secs 	Mon Feb 15 2021 13:39:05 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.5secs 	1 ^ 2 	What is 1 ^ 2? 	== 	1 	RunAve=runAve math:^: 12/12 100% 2.0secs 	Mon Feb 15 2021 13:39:28 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.3secs 	outer:2 	ou___ 	== 	__ter 	RunAve=runAve spelling:chat-only:4: 24/25 96% 2.0secs 	Mon Feb 15 2021 13:40:38 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.3secs 	acceptance:6 	accept____ 	== 	______ance 	RunAve=runAve spelling:chat-only:4: 24/25 96% 2.0secs 	Mon Feb 15 2021 13:41:00 GMT-0600 (Central Standard Time)
correct 	math:^ 	1.4secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math:^: 13/13 100% 2.0secs 	Mon Feb 15 2021 13:41:23 GMT-0600 (Central Standard Time)
correct 	math:/ 	3.2secs 	22 / 11 	What is 22 / 11? 	== 	2 	RunAve=runAve math:/: 1/1 100% 3.2secs 	Thu Mar 04 2021 12:49:21 GMT-0600 (Central Standard Time)
correct 	math:* 	13.8secs 	8 * 12 	What is 8 * 12? 	== 	96 	RunAve=runAve math:*: 1/1 100% 13.8secs 	Thu Mar 04 2021 12:53:52 GMT-0600 (Central Standard Time)
correct 	math:* 	2.1secs 	10 * 2 	What is 10 * 2? 	== 	20 	RunAve=runAve math:*: 2/2 100% 7.9secs 	Thu Mar 04 2021 12:55:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.2secs 	enlarge:1 	e______ 	== 	_nlarge 	RunAve=runAve spelling:chat-only:5: 1/1 100% 1.2secs 	Thu Mar 04 2021 12:55:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.2secs 	revolutionary:5 	revol________ 	== 	_____utionary 	RunAve=runAve spelling:chat-only:4: 1/1 100% 1.2secs 	Thu Mar 04 2021 12:55:45 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.2secs 	ally:1 	a___ 	== 	_lly 	RunAve=runAve spelling:chat-only:4: 2/2 100% 1.2secs 	Thu Mar 04 2021 12:56:07 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	2.4secs 	science:1 	s______ 	== 	_cience 	RunAve=runAve spelling:chat-only:4: 3/3 100% 1.6secs 	Thu Mar 04 2021 12:57:21 GMT-0600 (Central Standard Time)
correct 	math:* 	1.6secs 	3 * 1 	What is 3 * 1? 	== 	3 	RunAve=runAve math:*: 3/3 100% 5.8secs 	Thu Mar 04 2021 12:58:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:3 	2.3secs 	repair:3 	rep___ 	== 	___air 	RunAve=runAve spelling:chat-only:3: 1/1 100% 2.3secs 	Thu Mar 04 2021 12:59:03 GMT-0600 (Central Standard Time)
correct 	math:/ 	1.9secs 	64 / 8 	What is 64 / 8? 	== 	8 	RunAve=runAve math:/: 2/2 100% 2.5secs 	Thu Mar 04 2021 12:59:26 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:3 	1.3secs 	province:1 	p_______ 	== 	_rovince 	RunAve=runAve spelling:chat-only:3: 2/2 100% 1.8secs 	Thu Mar 04 2021 13:00:40 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.5secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math:^: 1/1 100% 2.5secs 	Thu Mar 04 2021 13:01:03 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:3 	5.0secs 	coronet:3 	cor____ 	== 	___onet 	RunAve=runAve spelling:chat-only:3: 3/3 100% 2.9secs 	Thu Mar 04 2021 13:01:29 GMT-0600 (Central Standard Time)
correct 	math:* 	2.8secs 	9 * 8 	What is 9 * 8? 	== 	72 	RunAve=runAve math:*: 4/4 100% 5.1secs 	Thu Mar 04 2021 13:01:53 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.2secs 	announce:5 	annou___ 	== 	_____nce 	RunAve=runAve spelling:chat-only:4: 4/4 100% 1.5secs 	Thu Mar 04 2021 13:02:16 GMT-0600 (Central Standard Time)
correct 	math:/ 	2.7secs 	30 / 6 	What is 30 / 6? 	== 	5 	RunAve=runAve math:/: 3/3 100% 2.6secs 	Thu Mar 04 2021 13:02:39 GMT-0600 (Central Standard Time)
correct 	math:* 	1.5secs 	0 * 0 	What is 0 * 0? 	== 	0 	RunAve=runAve math:*: 5/5 100% 4.4secs 	Thu Mar 04 2021 13:04:00 GMT-0600 (Central Standard Time)
correct 	math:* 	1.7secs 	5 * 6 	What is 5 * 6? 	== 	30 	RunAve=runAve math:*: 6/6 100% 3.9secs 	Thu Mar 04 2021 13:04:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.4secs 	apple:1 	a____ 	== 	_pple 	RunAve=runAve spelling:chat-only:5: 2/2 100% 1.3secs 	Thu Mar 04 2021 13:04:45 GMT-0600 (Central Standard Time)
correct 	math:^ 	3.0secs 	2 ^ 0 	What is 2 ^ 0? 	== 	1 	RunAve=runAve math:^: 2/2 100% 2.7secs 	Thu Mar 04 2021 13:05:09 GMT-0600 (Central Standard Time)
correct 	math:* 	1.8secs 	11 * -6 	What is 11 * -6? 	== 	-66 	RunAve=runAve math:*: 7/7 100% 3.6secs 	Thu Mar 04 2021 13:05:32 GMT-0600 (Central Standard Time)
correct 	math:^ 	6.9secs 	0 ^ 1 	What is 0 ^ 1? 	== 	0 	RunAve=runAve math:^: 3/3 100% 4.1secs 	Thu Mar 04 2021 13:06:01 GMT-0600 (Central Standard Time)
correct 	math:^ 	3.4secs 	1 ^ 3 	What is 1 ^ 3? 	== 	1 	RunAve=runAve math:^: 4/4 100% 3.9secs 	Thu Mar 04 2021 13:06:26 GMT-0600 (Central Standard Time)
correct 	math:* 	1.5secs 	5 * 3 	What is 5 * 3? 	== 	15 	RunAve=runAve math:*: 8/8 100% 3.3secs 	Thu Mar 04 2021 13:06:48 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.0secs 	seldom:1 	s_____ 	== 	_eldom 	RunAve=runAve spelling:chat-only:4: 5/5 100% 1.4secs 	Thu Mar 04 2021 13:07:11 GMT-0600 (Central Standard Time)
correct 	spanish:chat-only:Greetings 	2.8secs 	Good evening, Ms...: 	Buenas noches, Señorita... 	== 	Good evening, Ms... 	RunAve=runAve spanish:chat-only:Greetings: 1/1 100% 2.8secs 	Wed Mar 24 2021 09:19:17 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Places 	1.9secs 	The classroom: 	la sala de clase 	== 	The classroom 	RunAve=runAve spanish:chat-only:Places: 1/1 100% 1.9secs 	Wed Mar 24 2021 09:19:43 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Favors and Courtesies 	2.0secs 	Again!: 	¡Repita! 	== 	Again! 	RunAve=runAve spanish:chat-only:Favors and Courtesies: 1/1 100% 2.0secs 	Wed Mar 24 2021 09:20:56 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Numbers 	2.4secs 	Five: 	Cinco 	== 	Five 	RunAve=runAve spanish:chat-only:Numbers: 1/1 100% 2.4secs 	Wed Mar 24 2021 09:21:23 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Numbers 	3.5secs 	Nineteen: 	Diecinueve 	== 	Nineteen 	RunAve=runAve spanish:chat-only:Numbers: 2/2 100% 2.9secs 	Wed Mar 24 2021 09:21:50 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Numbers 	3.5secs 	Fifty: 	Cincuenta 	== 	Fifty 	RunAve=runAve spanish:chat-only:Numbers: 3/3 100% 3.1secs 	Wed Mar 24 2021 09:22:18 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Days of the week 	16.0secs 	Tuesday: 	Martes 	== 	Tuesday 	RunAve=runAve spanish:chat-only:Days of the week: 1/1 100% 16.0secs 	Wed Mar 24 2021 09:22:58 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Questions and Answers 	3.6secs 	I don't understand.: 	(Yo) no comprendo. 	== 	I don't understand. 	RunAve=runAve spanish:chat-only:Questions and Answers: 1/1 100% 3.6secs 	Wed Mar 24 2021 09:24:18 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Weather 	5.0secs 	Summer: 	Verano 	== 	Summer 	RunAve=runAve spanish:chat-only:Weather: 1/1 100% 5.0secs 	Wed Mar 24 2021 09:24:47 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Greetings 	2.7secs 	Ill.: 	Mal. 	== 	Ill. 	RunAve=runAve spanish:chat-only:Greetings: 2/2 100% 2.7secs 	Wed Mar 24 2021 09:25:14 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Greetings 	3.0secs 	Very fine/good.: 	Muy bien. 	== 	Very fine/good. 	RunAve=runAve spanish:chat-only:Greetings: 3/3 100% 2.8secs 	Wed Mar 24 2021 09:25:41 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Requests 	3.4secs 	I need...: 	(Yo) necesito... 	== 	I need... 	RunAve=runAve spanish:chat-only:Requests: 1/1 100% 3.4secs 	Wed Mar 24 2021 09:26:08 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Places 	3.9secs 	The classroom: 	la sala de clase 	== 	The classroom 	RunAve=runAve spanish:chat-only:Places: 2/2 100% 2.9secs 	Wed Mar 24 2021 09:26:36 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:In the classroom 	3.0secs 	Chalkboard: 	la pizarra 	== 	Chalkboard 	RunAve=runAve spanish:chat-only:In the classroom: 1/1 100% 3.0secs 	Wed Mar 24 2021 09:27:03 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Favors and Courtesies 	1.8secs 	Again!: 	¡Repita! 	== 	Again! 	RunAve=runAve spanish:chat-only:Favors and Courtesies: 2/2 100% 1.9secs 	Wed Mar 24 2021 09:27:29 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Days of the week 	4.4secs 	Yesterday was...: 	Ayer fue... 	== 	Yesterday was... 	RunAve=runAve spanish:chat-only:Days of the week: 2/2 100% 10.2secs 	Wed Mar 24 2021 09:27:57 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Requests 	1.9secs 	I want...: 	(Yo) quiero... 	== 	I want... 	RunAve=runAve spanish:chat-only:Requests: 2/2 100% 2.7secs 	Wed Mar 24 2021 09:28:23 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Favors and Courtesies 	8.1secs 	Perhaps.: 	Quizá. 	== 	Perhaps. 	RunAve=runAve spanish:chat-only:Favors and Courtesies: 3/3 100% 4.0secs 	Wed Mar 24 2021 09:28:56 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Numbers 	10.7secs 	Ten: 	Diez 	== 	Ten 	RunAve=runAve spanish:chat-only:Numbers: 4/4 100% 5.0secs 	Wed Mar 24 2021 09:29:30 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Numbers 	2.5secs 	Three: 	Tres 	== 	Three 	RunAve=runAve spanish:chat-only:Numbers: 5/5 100% 4.5secs 	Wed Mar 24 2021 09:29:57 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:[Start] 	5.6secs 	What's your mother's name?: 	¿Cómo se llama su madre? 	== 	What's your mother's name? 	RunAve=runAve spanish:chat-only:[Start]: 1/1 100% 5.6secs 	Wed Mar 24 2021 09:30:26 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Questions and Answers 	2.0secs 	How do you pronounce...?: 	¿Cómo se pronuncia...? 	== 	How do you pronounce...? 	RunAve=runAve spanish:chat-only:Questions and Answers: 2/2 100% 2.8secs 	Wed Mar 24 2021 09:33:37 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Things 	3.2secs 	The ballpoint: 	El bolígrafo 	== 	The ballpoint 	RunAve=runAve spanish:chat-only:Things: 1/1 100% 3.2secs 	Wed Mar 24 2021 09:34:04 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:In the classroom 	2.1secs 	Floor: 	el suelo 	== 	Floor 	RunAve=runAve spanish:chat-only:In the classroom: 2/2 100% 2.5secs 	Wed Mar 24 2021 09:34:30 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Questions and Answers 	3.3secs 	I forgot.: 	Se me olvidó. 	== 	I forgot. 	RunAve=runAve spanish:chat-only:Questions and Answers: 3/3 100% 3.0secs 	Wed Mar 24 2021 09:34:57 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Questions and Answers 	3.2secs 	How do you translate...?: 	¿Cómo se traduce...? 	== 	How do you translate...? 	RunAve=runAve spanish:chat-only:Questions and Answers: 4/4 100% 3.0secs 	Wed Mar 24 2021 09:35:25 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	3.4secs 	Butter: 	la mantequilla 	== 	Butter 	RunAve=runAve spanish:chat-only:Chapter 25: 1/1 100% 3.4secs 	Thu Apr 08 2021 10:05:30 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	2.2secs 	Water: 	el agua 	== 	Water 	RunAve=runAve spanish:chat-only:Chapter 23: 1/1 100% 2.2secs 	Thu Apr 08 2021 10:05:56 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	3.5secs 	Pork: 	el Puerco 	== 	Pork 	RunAve=runAve spanish:chat-only:Chapter 24: 1/1 100% 3.5secs 	Thu Apr 08 2021 10:06:24 GMT-0500 (Central Daylight Time)
