correct 	math 	11.0secs 	12 * 4 	What is 12 * 4? 	== 	48 	RunAve=runAve math: 1/1 100% 11.0secs 	Sat Jan 16 2021 10:18:46 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.6secs 	season:0next-letter 	______ 	== 	s 	RunAve=runAve spelling:next-letter:2: 7/7 100% 2.0secs 	Mon Apr 12 2021 14:48:35 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.6secs 	season:1next-letter 	s_____ 	== 	e 	RunAve=runAve spelling:next-letter:2: 8/8 100% 2.1secs 	Mon Apr 12 2021 14:48:49 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	3.0secs 	season:2next-letter 	se____ 	== 	a 	RunAve=runAve spelling:next-letter:2: 9/9 100% 2.2secs 	Mon Apr 12 2021 14:49:03 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.3secs 	season:3next-letter 	sea___ 	== 	s 	RunAve=runAve spelling:next-letter:2: 10/10 100% 2.2secs 	Mon Apr 12 2021 14:49:16 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	4.1secs 	season:4next-letter 	seas__ 	== 	o 	RunAve=runAve spelling:next-letter:2: 11/11 100% 2.4secs 	Mon Apr 12 2021 14:49:31 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.9secs 	season:5next-letter 	seaso_ 	== 	n 	RunAve=runAve spelling:next-letter:2: 12/12 100% 2.3secs 	Mon Apr 12 2021 14:49:44 GMT-0500 (Central Daylight Time)
correct 	spelling:typing:2 	13.4secs 	season:typing 	season 	== 	season 	RunAve=runAve spelling:typing:2: 2/2 100% 10.3secs 	Mon Apr 12 2021 14:50:08 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	6.8secs 	season:typing-no-word 	??? 	== 	season 	RunAve=runAve spelling:typing-no-word:2: 5/16 31% 7.6secs 	Mon Apr 12 2021 14:50:26 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.5secs 	trunk:1 	t____ 	== 	_runk 	RunAve=runAve spelling:chat-only:2: 16/19 84% 2.3secs 	Mon Apr 12 2021 14:51:38 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	sunk:1 	s___ 	== 	_unk 	RunAve=runAve spelling:chat-only:2: 17/20 85% 2.3secs 	Mon Apr 12 2021 14:51:51 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	shrunk:1 	s_____ 	== 	_hrunk 	RunAve=runAve spelling:chat-only:2: 18/21 85% 2.3secs 	Mon Apr 12 2021 14:52:04 GMT-0500 (Central Daylight Time)
wrong 	spelling:typing-no-word:2 	6.8secs 	banker:typing-no-word 	??? 	!= 	etas 	RunAve=runAve spelling:typing-no-word:2: 5/17 29% 7.5secs 	Mon Apr 12 2021 14:52:22 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	18.5secs 	banker:typing-no-word 	??? 	== 	banker 	RunAve=runAve spelling:typing-no-word:2: 6/18 33% 8.2secs 	Mon Apr 12 2021 14:52:46 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.8secs 	banker:0next-letter 	______ 	== 	b 	RunAve=runAve spelling:next-letter:2: 13/13 100% 2.3secs 	Mon Apr 12 2021 14:53:56 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.9secs 	banker:1next-letter 	b_____ 	== 	a 	RunAve=runAve spelling:next-letter:2: 14/14 100% 2.3secs 	Mon Apr 12 2021 14:54:10 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.2secs 	banker:2next-letter 	ba____ 	== 	n 	RunAve=runAve spelling:next-letter:2: 15/15 100% 2.3secs 	Mon Apr 12 2021 14:54:23 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.3secs 	banker:3next-letter 	ban___ 	== 	k 	RunAve=runAve spelling:next-letter:2: 16/16 100% 2.3secs 	Mon Apr 12 2021 14:54:37 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	4.1secs 	banker:4next-letter 	bank__ 	== 	e 	RunAve=runAve spelling:next-letter:2: 17/17 100% 2.4secs 	Mon Apr 12 2021 14:54:52 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.4secs 	banker:5next-letter 	banke_ 	== 	r 	RunAve=runAve spelling:next-letter:2: 18/18 100% 2.4secs 	Mon Apr 12 2021 14:55:04 GMT-0500 (Central Daylight Time)
correct 	spelling:typing:2 	9.2secs 	banker:typing 	banker 	== 	banker 	RunAve=runAve spelling:typing:2: 3/3 100% 9.9secs 	Mon Apr 12 2021 14:55:25 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	7.2secs 	banker:typing-no-word 	??? 	== 	banker 	RunAve=runAve spelling:typing-no-word:2: 7/19 36% 8.1secs 	Mon Apr 12 2021 14:55:43 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.3secs 	trunk:2 	tr___ 	== 	__unk 	RunAve=runAve spelling:chat-only:2: 19/22 86% 2.3secs 	Mon Apr 12 2021 14:55:56 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.4secs 	sunk:1 	s___ 	== 	_unk 	RunAve=runAve spelling:chat-only:2: 20/23 86% 2.2secs 	Mon Apr 12 2021 14:56:09 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	1.9secs 	shrunk:1 	s_____ 	!= 	_hruk 	RunAve=runAve spelling:chat-only:2: 20/24 83% 2.2secs 	Mon Apr 12 2021 14:56:22 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.4secs 	shrunk:1 	s_____ 	== 	_hrunk 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.3secs 	Mon Apr 12 2021 14:56:31 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	8.5secs 	banker:typing-no-word 	??? 	== 	banker 	RunAve=runAve spelling:typing-no-word:2: 8/20 40% 8.1secs 	Mon Apr 12 2021 14:56:51 GMT-0500 (Central Daylight Time)
wrong 	spelling:typing-no-word:2 	9.8secs 	shrunk:typing-no-word 	??? 	!= 	shruonk 	RunAve=runAve spelling:typing-no-word:2: 8/21 38% 8.2secs 	Mon Apr 12 2021 14:58:04 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	11.1secs 	shrunk:typing-no-word 	??? 	== 	shrunk 	RunAve=runAve spelling:typing-no-word:2: 9/22 40% 8.3secs 	Mon Apr 12 2021 14:58:22 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	7.1secs 	shrunk:typing-no-word 	??? 	== 	shrunk 	RunAve=runAve spelling:typing-no-word:2: 10/23 43% 8.3secs 	Mon Apr 12 2021 14:58:40 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	2.2secs 	season:1 	s_____ 	!= 	_eeson 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.2secs 	Mon Apr 12 2021 14:58:53 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.3secs 	season:1 	s_____ 	== 	_eason 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.2secs 	Mon Apr 12 2021 14:59:01 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.7secs 	season:0next-letter 	______ 	== 	s 	RunAve=runAve spelling:next-letter:2: 19/19 100% 2.4secs 	Mon Apr 12 2021 14:59:15 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.6secs 	season:1next-letter 	s_____ 	== 	e 	RunAve=runAve spelling:next-letter:2: 20/20 100% 2.3secs 	Mon Apr 12 2021 14:59:28 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.9secs 	season:2next-letter 	se____ 	== 	a 	RunAve=runAve spelling:next-letter:2: 21/21 100% 2.3secs 	Mon Apr 12 2021 14:59:41 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.9secs 	season:3next-letter 	sea___ 	== 	s 	RunAve=runAve spelling:next-letter:2: 22/22 100% 2.3secs 	Mon Apr 12 2021 14:59:54 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.8secs 	season:4next-letter 	seas__ 	== 	o 	RunAve=runAve spelling:next-letter:2: 23/23 100% 2.3secs 	Mon Apr 12 2021 15:00:07 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.5secs 	season:5next-letter 	seaso_ 	== 	n 	RunAve=runAve spelling:next-letter:2: 24/24 100% 2.3secs 	Mon Apr 12 2021 15:01:17 GMT-0500 (Central Daylight Time)
correct 	spelling:typing:2 	9.0secs 	season:typing 	season 	== 	season 	RunAve=runAve spelling:typing:2: 4/4 100% 9.7secs 	Mon Apr 12 2021 15:01:37 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	7.5secs 	season:typing-no-word 	??? 	== 	season 	RunAve=runAve spelling:typing-no-word:2: 11/24 45% 8.3secs 	Mon Apr 12 2021 15:01:56 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.7secs 	season:1 	s_____ 	== 	_eason 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.3secs 	Mon Apr 12 2021 15:02:11 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	8.3secs 	season:typing-no-word 	??? 	== 	season 	RunAve=runAve spelling:typing-no-word:2: 12/25 48% 8.3secs 	Mon Apr 12 2021 15:03:23 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.6secs 	affair:1 	a_____ 	== 	_ffair 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.3secs 	Mon Apr 12 2021 15:03:38 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	trunk:2 	tr___ 	== 	__unk 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.4secs 	Mon Apr 12 2021 15:04:01 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.4secs 	sunk:1 	s___ 	== 	_unk 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.4secs 	Mon Apr 12 2021 15:04:57 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.6secs 	banker:1 	b_____ 	== 	_anker 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.4secs 	Mon Apr 12 2021 15:05:10 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	1.6secs 	shrunk:1 	s_____ 	!= 	_hunk 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:06:17 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	1.2secs 	shrunk:1 	s_____ 	!= 	_hunk 	RunAve=runAve spelling:chat-only:2: 19/25 76% 2.3secs 	Mon Apr 12 2021 15:06:24 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.8secs 	shrunk:1 	s_____ 	== 	_hrunk 	RunAve=runAve spelling:chat-only:2: 19/25 76% 2.4secs 	Mon Apr 12 2021 15:06:33 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.5secs 	shrunk:0next-letter 	______ 	== 	s 	RunAve=runAve spelling:next-letter:2: 25/25 100% 2.3secs 	Mon Apr 12 2021 15:06:46 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.3secs 	shrunk:1next-letter 	s_____ 	== 	h 	RunAve=runAve spelling:next-letter:2: 25/25 100% 2.4secs 	Mon Apr 12 2021 15:07:00 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.2secs 	shrunk:2next-letter 	sh____ 	== 	r 	RunAve=runAve spelling:next-letter:2: 25/25 100% 2.4secs 	Mon Apr 12 2021 15:07:13 GMT-0500 (Central Daylight Time)
wrong 	spelling:next-letter:2 	2.3secs 	shrunk:3next-letter 	shr___ 	!= 	n 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.4secs 	Mon Apr 12 2021 15:07:26 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.0secs 	shrunk:3next-letter 	shr___ 	== 	u 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.4secs 	Mon Apr 12 2021 15:07:34 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	6.4secs 	shrunk:4next-letter 	shru__ 	== 	n 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:07:51 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	3.2secs 	shrunk:5next-letter 	shrun_ 	== 	k 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:08:06 GMT-0500 (Central Daylight Time)
correct 	spelling:typing:2 	10.6secs 	shrunk:typing 	shrunk 	== 	shrunk 	RunAve=runAve spelling:typing:2: 5/5 100% 9.9secs 	Mon Apr 12 2021 15:08:27 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	12.4secs 	shrunk:typing-no-word 	??? 	== 	shrunk 	RunAve=runAve spelling:typing-no-word:2: 12/25 48% 8.3secs 	Mon Apr 12 2021 15:08:51 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	13.3secs 	shrunk:typing-no-word 	??? 	== 	shrunk 	RunAve=runAve spelling:typing-no-word:2: 13/25 52% 8.5secs 	Mon Apr 12 2021 15:09:15 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	trunk:2 	tr___ 	== 	__unk 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:09:28 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.7secs 	sunk:1 	s___ 	== 	_unk 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:09:42 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.9secs 	banker:1 	b_____ 	== 	_anker 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:09:56 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.9secs 	shrunk:1 	s_____ 	== 	_hrunk 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:10:10 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	trunk:1 	t____ 	== 	_runk 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:10:23 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	4.1secs 	sunk:1 	s___ 	== 	_unk 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.5secs 	Mon Apr 12 2021 15:10:38 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.5secs 	banker:3 	ban___ 	== 	___ker 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Mon Apr 12 2021 15:10:51 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	10.7secs 	shrunk:typing-no-word 	??? 	== 	shrunk 	RunAve=runAve spelling:typing-no-word:2: 14/25 56% 8.6secs 	Mon Apr 12 2021 15:12:06 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	4.8secs 	trunk:1 	t____ 	== 	_runk 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Mon Apr 12 2021 15:15:20 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	sunk:1 	s___ 	== 	_unk 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Mon Apr 12 2021 15:15:33 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.0secs 	banker:3 	ban___ 	== 	___ker 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Mon Apr 12 2021 15:15:46 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	5.1secs 	shrunk:3next-letter 	shr___ 	== 	u 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.7secs 	Mon Apr 12 2021 15:16:02 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.8secs 	distance:4 	dist____ 	== 	____ance 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Mon Apr 12 2021 15:16:16 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.5secs 	various:4 	vari___ 	== 	____ous 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Mon Apr 12 2021 15:16:39 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	3.1secs 	talon:2 	ta___ 	!= 	__llon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.6secs 	Mon Apr 12 2021 15:17:04 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.3secs 	talon:2 	ta___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Mon Apr 12 2021 15:17:11 GMT-0500 (Central Daylight Time)
wrong 	spelling:typing-no-word:2 	4.5secs 	talon:typing-no-word 	??? 	!= 	dzS 	RunAve=runAve spelling:typing-no-word:2: 13/25 52% 8.5secs 	Mon Apr 12 2021 15:18:20 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	10.7secs 	talon:typing-no-word 	??? 	== 	talon 	RunAve=runAve spelling:typing-no-word:2: 13/25 52% 8.7secs 	Mon Apr 12 2021 15:18:36 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	9.2secs 	talon:typing-no-word 	??? 	== 	talon 	RunAve=runAve spelling:typing-no-word:2: 14/25 56% 9.0secs 	Mon Apr 12 2021 15:18:57 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	1.7secs 	felon:1 	f____ 	!= 	_olon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.5secs 	Mon Apr 12 2021 15:19:09 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	6.0secs 	felon:1 	f____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.7secs 	Mon Apr 12 2021 15:19:21 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.7secs 	felony:2 	fe____ 	== 	__lony 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.7secs 	Mon Apr 12 2021 15:19:35 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.4secs 	melon:1 	m____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Mon Apr 12 2021 15:19:49 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.7secs 	talon:2 	ta___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Mon Apr 12 2021 15:20:01 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	7.8secs 	felon:typing-no-word 	??? 	== 	felon 	RunAve=runAve spelling:typing-no-word:2: 15/25 60% 9.1secs 	Mon Apr 12 2021 15:21:03 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.1secs 	wart:1 	w___ 	== 	_art 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Mon Apr 12 2021 15:21:16 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	2.5secs 	felon:1 	f____ 	!= 	_leon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.6secs 	Mon Apr 12 2021 15:21:40 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.7secs 	felon:1 	f____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.6secs 	Mon Apr 12 2021 15:21:48 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.2secs 	felony:1 	f_____ 	== 	_elony 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Mon Apr 12 2021 15:22:02 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.2secs 	melon:2 	me___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.7secs 	Mon Apr 12 2021 15:22:15 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	7.8secs 	talon:typing-no-word 	??? 	== 	talon 	RunAve=runAve spelling:typing-no-word:2: 16/25 64% 9.1secs 	Mon Apr 12 2021 15:23:23 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.3secs 	felon:0next-letter 	_____ 	== 	f 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.7secs 	Mon Apr 12 2021 15:23:35 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.1secs 	felon:1next-letter 	f____ 	== 	e 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:23:49 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.5secs 	felon:2next-letter 	fe___ 	== 	l 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:24:02 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	3.1secs 	felon:3next-letter 	fel__ 	== 	o 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:24:16 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	3.1secs 	felon:4next-letter 	felo_ 	== 	n 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:24:30 GMT-0500 (Central Daylight Time)
correct 	spelling:typing:2 	8.9secs 	felon:typing 	felon 	== 	felon 	RunAve=runAve spelling:typing:2: 6/6 100% 9.7secs 	Mon Apr 12 2021 15:24:50 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	9.5secs 	felon:typing-no-word 	??? 	== 	felon 	RunAve=runAve spelling:typing-no-word:2: 17/25 68% 9.2secs 	Mon Apr 12 2021 15:26:05 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.3secs 	talon:2 	ta___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.6secs 	Mon Apr 12 2021 15:26:18 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.0secs 	felony:1 	f_____ 	== 	_elony 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.7secs 	Mon Apr 12 2021 15:26:32 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	2.2secs 	melon:2 	me___ 	!= 	__loen 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.7secs 	Mon Apr 12 2021 15:26:46 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.6secs 	melon:2 	me___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Mon Apr 12 2021 15:26:53 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	2.2secs 	felon:1 	f____ 	!= 	_leon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.6secs 	Mon Apr 12 2021 15:27:06 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.6secs 	felon:1 	f____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.6secs 	Mon Apr 12 2021 15:27:15 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	1.6secs 	felon:0next-letter 	_____ 	== 	f 	RunAve=runAve spelling:next-letter:2: 24/25 96% 2.6secs 	Mon Apr 12 2021 15:27:28 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	12.6secs 	felon:1next-letter 	f____ 	== 	e 	RunAve=runAve spelling:next-letter:2: 24/25 96% 3.0secs 	Mon Apr 12 2021 15:27:51 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.0secs 	felon:2next-letter 	fe___ 	== 	l 	RunAve=runAve spelling:next-letter:2: 24/25 96% 3.0secs 	Mon Apr 12 2021 15:28:04 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	3.1secs 	felon:3next-letter 	fel__ 	== 	o 	RunAve=runAve spelling:next-letter:2: 24/25 96% 3.0secs 	Mon Apr 12 2021 15:28:19 GMT-0500 (Central Daylight Time)
correct 	spelling:next-letter:2 	2.8secs 	felon:4next-letter 	felo_ 	== 	n 	RunAve=runAve spelling:next-letter:2: 24/25 96% 3.0secs 	Mon Apr 12 2021 15:28:32 GMT-0500 (Central Daylight Time)
correct 	spelling:typing:2 	7.3secs 	felon:typing 	felon 	== 	felon 	RunAve=runAve spelling:typing:2: 7/7 100% 9.4secs 	Mon Apr 12 2021 15:30:43 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	5.5secs 	felon:typing-no-word 	??? 	== 	felon 	RunAve=runAve spelling:typing-no-word:2: 18/25 72% 9.0secs 	Mon Apr 12 2021 15:30:59 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	8.9secs 	melon:typing-no-word 	??? 	== 	melon 	RunAve=runAve spelling:typing-no-word:2: 19/25 76% 9.0secs 	Mon Apr 12 2021 15:31:19 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.5secs 	talon:2 	ta___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.5secs 	Mon Apr 12 2021 15:31:32 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.3secs 	felony:2 	fe____ 	== 	__lony 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.5secs 	Mon Apr 12 2021 15:31:45 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.6secs 	melon:1 	m____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:31:59 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	3.1secs 	felon:1 	f____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:32:13 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.2secs 	talon:1 	t____ 	== 	_alon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.5secs 	Mon Apr 12 2021 15:32:26 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	1.4secs 	felon:1 	f____ 	== 	_elon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:32:39 GMT-0500 (Central Daylight Time)
wrong 	spelling:chat-only:2 	1.9secs 	felony:1 	f_____ 	!= 	_eloeny 	RunAve=runAve spelling:chat-only:2: 19/25 76% 2.4secs 	Mon Apr 12 2021 15:32:52 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.4secs 	felony:1 	f_____ 	== 	_elony 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:33:00 GMT-0500 (Central Daylight Time)
correct 	spelling:chat-only:2 	2.1secs 	melon:2 	me___ 	== 	__lon 	RunAve=runAve spelling:chat-only:2: 20/25 80% 2.4secs 	Mon Apr 12 2021 15:33:13 GMT-0500 (Central Daylight Time)
wrong 	spelling:typing-no-word:2 	6.4secs 	felony:typing-no-word 	??? 	!= 	felon 	RunAve=runAve spelling:typing-no-word:2: 19/25 76% 8.9secs 	Mon Apr 12 2021 15:33:31 GMT-0500 (Central Daylight Time)
correct 	spelling:typing-no-word:2 	10.2secs 	felony:typing-no-word 	??? 	== 	felony 	RunAve=runAve spelling:typing-no-word:2: 20/25 80% 8.9secs 	Mon Apr 12 2021 15:33:47 GMT-0500 (Central Daylight Time)
